0,1,2
30.38999939,350,11475
36.27000046,350,11115
36.27000046,350,11475
36.27000046,350,11670.75
37.64999771,350,7780.5
37.64999771,350,11670.75
40.62999725,350,7780.5
0,300,-1895
8.38999939,300,-20035.75
8.38999939,300,-1895
8.38999939,350,-20035.75
17.52999878,350,-20035.75
24.04999924,350,-27713
24.04999924,350,-20035.75
0,300,-1895
0,300,-1326.5
0,350,-1326.5
0,350,956.25
10.59999943,350,956.25
20.78999901,350,5546.25
20.78999901,350,9371.25
30.38999939,350,9371.25
0,0,-946.25
0,0,-758
0,0,-757
0,0,-567.75
0,0,-379
0,0,-378.5
0,350,-758
0,350,1516
7.789999962,350,1530
13.71000004,350,1530
13.71000004,350,1530
13.71000004,350,14152.5
19.45999908,350,13782.5
19.45999908,350,14152.5
26.12999916,350,7263.75
26.12999916,350,13782.5
29.82999992,350,-22814
34.29000092,350,-22814
34.29000092,350,-14399
35.34000015,350,1862.5
36.27000046,350,-14399
36.27000046,350,1862.5
36.27000046,350,1870
30.1099987,350,3352.5
30.1099987,350,7263.75
33.38999939,350,1862.5
33.38999939,350,3352.5
35.34000015,350,1862.5
11.75,350,-17739.75
11.75,350,-17391
18.88999939,350,-19635
18.88999939,350,-17391
24.63999939,350,-23375
24.63999939,350,-19635
29.82999992,350,-23375
4.920000076,350,1907.5
4.920000076,350,12017.25
8.679999352,350,6867
8.679999352,350,12017.25
11.75,350,-17739.75
11.75,350,1907.5
17.94000053,350,6867
17.94000053,350,6867
17.94000053,350,9346.75
26.61999893,350,9346.75
26.61999893,350,10682
35.86999893,350,-9897.75
35.86999893,350,10458
35.86999893,350,10682
37.57999802,350,-9897.75
28.73999977,350,-10271.25
32.59000015,350,-24651
32.59000015,350,-10271.25
35.82999802,350,-24651
35.82999802,350,-19048.5
37.57999802,350,-19048.5
37.57999802,350,-9897.75
26.55999947,400,-18389.25
31.11999893,400,-18946.5
31.11999893,400,-18389.25
35.21999741,400,-20061
35.21999741,400,-18946.5
38.93999863,400,-20061
41.93000031,400,-20061
41.93000031,400,-20061
41.93000031,400,-12259.5
41.93000031,400,-12210
44.04999924,400,-12210
45.66999817,400,-12210
45.66999817,400,-8325
45.66999817,400,-8325
46.75999832,400,-8325
47.57999802,400,-8325
47.57999802,400,-5550
48.29999924,400,-5550
48.29999924,400,-2437.5
48.29999924,400,-2405
44.02999878,400,13312.5
46.80999756,400,-2437.5
46.80999756,400,13312.5
48.29999924,400,-2437.5
48.75999832,400,-2437.5
35.84000015,400,10682
38.45000076,400,10500
38.45000076,400,10682
38.45000076,400,11437.5
41.29999924,400,11437.5
41.29999924,400,13312.5
44.02999878,400,13312.5
6.329999924,400,-384.5
14.30999947,400,-11342.75
14.30999947,400,-384.5
21.43000031,400,-18840.5
21.43000031,400,-18203.5
21.43000031,400,-11342.75
26.55999947,400,-18389.25
26.55999947,400,-18203.5
22.80999947,400,8393
22.80999947,400,15260
27.94999886,400,8393
30.75,400,8393
30.75,400,10682
35.84000015,400,10682
6.619999886,400,5355
6.619999886,400,8223.75
12.22999954,400,8223.75
12.22999954,400,11283.75
17.62999916,400,11283.75
17.62999916,400,15260
17.62999916,400,15300
22.80999947,400,15260
6.329999924,400,-384.5
6.329999924,400,8651.25
14.34999943,400,8651.25
14.34999943,400,19225
23.92000008,400,19225
23.92000008,400,19456.5
23.92000008,400,19609.5
31.1799984,400,19456.5
0,350,-1324.75
0,350,-1135.5
0,350,-1134
0,350,-946.25
0,350,-945
0,350,-757
0,350,-567.75
0,350,-567
0,350,-378
0,400,-1324.75
0,400,5299
0,400,5355
6.619999886,400,5355
31.1799984,400,19075
31.1799984,400,19456.5
36.63999939,400,12589.5
36.63999939,400,19075
40.11999893,400,12589.5
40.11999893,400,13352.5
43.13999939,400,13352.5
4.039999962,0,-7570
4.039999962,350,-7570
4.039999962,350,-946.25
10.23999977,0,-7570
16.75,0,-13247.5
16.75,0,-7570
43.13999939,400,12398.75
43.13999939,400,13352.5
46.11000061,400,-2079
46.11000061,400,12398.75
46.22999954,400,-9072
46.89999771,400,-9072
46.89999771,400,-2079
16.75,0,-13247.5
22.59000015,0,-16843.25
22.59000015,0,-13247.5
27.98999977,0,-17789.5
27.98999977,0,-17484
27.98999977,0,-16843.25
32.61000061,0,-17484
32.61000061,0,-15810
44.45999908,400,-6237
44.45999908,400,4536
45.50999832,400,-9072
45.50999832,400,-6237
46.22999954,400,-9072
0,350,-946.25
0,350,-757
0,350,-567.75
44.89999771,400,557.25
44.89999771,400,4458
44.89999771,400,4536
46.11000061,400,-4272.25
46.11000061,400,557.25
46.70999908,400,-10402
46.70999908,400,-4272.25
41.43000031,0,-9672
42.68999863,0,943.75
42.79999924,0,-9672
42.79999924,0,-2076.25
42.79999924,0,-2046
43.20999908,0,-2076.25
43.20999908,0,943.75
42.75999832,400,-4278
42.75999832,400,-744
46.0399971,400,-20460
46.0399971,400,-4278
49.91999817,400,-20460
49.91999817,400,-20157.5
52.73999786,400,-20157.5
43.25999832,400,-16554
43.25999832,400,-16531.75
45.34999847,400,-16531.75
45.34999847,400,-15603
46.25999832,400,-15603
46.25999832,400,-10402
21.60000038,350,-15583.25
26.06999969,350,-19338.25
26.06999969,350,-15583.25
28.73999977,350,-21849.75
28.73999977,350,-10271.25
29.4299984,350,-21966.75
29.4299984,350,-21849.75
29.4299984,350,-19338.25
32.61000061,0,-15810
36.16999817,0,-15810
36.16999817,0,-12648
39.09000015,0,-12648
39.09000015,0,-9672
41.43000031,0,-9672
52.73999786,400,-24738.75
52.73999786,400,-20157.5
54.93999863,400,-26204.75
54.93999863,400,-24738.75
55.61000061,400,-26021.5
56.57999802,400,-26204.75
56.57999802,400,-26021.5
41.22999954,400,-6324
41.22999954,400,-744
41.62999725,400,-12648
41.62999725,400,-6324
42.75999832,400,-744
43.25999832,400,-12648
28.26000023,400,-12176
28.26000023,400,7039.25
32.97999954,400,-30249.75
32.97999954,400,-12176
38.39999771,400,-31962
38.39999771,400,-30249.75
47.61999893,400,-22354.75
50.62999725,400,-23832.75
50.62999725,400,-22354.75
53.48999786,400,-25865
53.48999786,400,-25655
53.48999786,400,-23832.75
55.61000061,400,-26021.5
55.61000061,400,-25655
42.62999725,400,-31962
42.62999725,400,-24571.75
45.00999832,400,-24571.75
45.00999832,400,-17551.25
47.61999893,400,-22354.75
47.61999893,400,-17551.25
42.40999985,0,-5285
42.40999985,0,943.75
42.68999863,0,943.75
43.29999924,0,-5285
44.13999939,0,-6040
44.13999939,0,-5285
44.13999939,0,-6040
44.13999939,0,-6016
44.50999832,0,-6016
44.61999893,0,-3384
44.77999878,0,-6016
44.77999878,0,-3384
0,350,-1330
9.179999352,350,-15958.75
9.179999352,350,-1330
9.179999352,350,-1314.25
16.53999901,350,-15958.75
21.60000038,350,-15958.75
21.60000038,350,-15583.25
0,0,-1330
0,0,5320
0,350,-1330
9.079999924,0,5362
9.079999924,0,12064.5
16.28999901,0,12064.5
16.28999901,0,16852
23.81999969,0,16852
23.81999969,0,19150
30.6799984,0,19150
44.5399971,0,-3775
44.5399971,0,-3760
44.5399971,0,-3196
44.61999893,0,-3760
44.68999863,0,-3760
44.68999863,0,-3196
45.11000061,0,-3775
42.55999756,0,-1321.25
42.55999756,0,13778.75
45.11000061,0,-3775
45.11000061,0,-3208.75
45.11000061,0,-1321.25
30.6799984,0,12639
30.6799984,0,19150
36.04000092,0,12457.5
36.04000092,0,12639
39.55999756,0,12457.5
39.55999756,0,13778.75
27.01000023,400,7039.25
27.01000023,400,9132
28.26000023,400,7039.25
30.89999962,400,8868
30.89999962,400,9132
30.89999962,400,10900.25
36.27000046,400,10900.25
36.27000046,400,10900.25
41.45000076,400,-8683.25
41.45000076,400,10900.25
45.63999939,400,-18659.75
45.63999939,400,-8683.25
47.93999863,400,-18659.75
47.93999863,400,-19583.5
49.06999969,400,-19583.5
49.80999756,400,-19583.5
49.80999756,400,-17181.75
50.64999771,400,-17181.75
50.64999771,400,-19029.25
50.64999771,400,-17181.75
51.40999985,400,-23648
51.40999985,400,-23488
51.70999908,400,-21061.5
51.70999908,400,-19029.25
52.25999832,400,-23648
52.25999832,400,-21061.5
49.54999924,400,-14863.5
49.64999771,400,-14863.5
50.31999969,400,-21286
50.31999969,400,-14863.5
51.40999985,400,-23488
51.40999985,400,-21286
43.77000046,400,-30684.75
47.25999832,400,-30684.75
47.25999832,400,-19954.5
47.25999832,400,-19451
49.38999939,400,-19451
49.54999924,400,-19451
49.54999924,400,-14863.5
29.45999908,400,-17130.75
34.68000031,400,-33508.5
34.68000031,400,-17130.75
39.52999878,400,-33508.5
39.52999878,400,-28614
43.77000046,400,-30684.75
43.77000046,400,-28614
22.80999947,400,-24505
25.84000015,400,-24505
25.84000015,400,-11121.5
26.80999947,400,-11121.5
26.80999947,400,-6409
29.45999908,400,-17130.75
29.45999908,400,-6400.5
7.149999619,350,-19604
7.149999619,350,-1137
7.149999619,350,-1131
7.149999619,400,-19604
15.79999924,400,-19604
22.80999947,400,-24505
22.80999947,400,-19604
0,350,-1137
0,350,-947.5
0,350,-1137
0,350,-1135.5
0,350,-947.5
0,350,-946.25
0,350,-567.75
0,350,-379
0,350,-378.5
0,350,946.25
0,350,952.5
4.989999771,350,952.5
4.989999771,350,5715
9.979999542,350,5715
9.979999542,350,11811
16.59000015,350,11811
16.59000015,350,6477
16.59000015,350,11811
23.68000031,350,6477
23.68000031,350,7810.5
27.87999916,350,7810.5
27.87999916,350,9334.5
31.59999847,350,9334.5
31.59999847,350,9334.5
31.59999847,350,10858.5
35.13000107,350,10287
35.13000107,350,10858.5
38.89999771,350,9072
38.89999771,350,10287
42.56999969,350,9072
42.56999969,350,9072
42.56999969,350,9639
49.45999908,350,5292
49.45999908,350,9639
52.93000031,350,5292
52.93000031,350,6426
55.98999786,350,6426
55.98999786,350,6426
55.98999786,350,8505
59.39999771,350,3477
59.39999771,350,8235
59.39999771,350,8505
62.23999786,350,-10614
62.23999786,350,3477
63.61999893,350,-10614
57.30999756,350,-28237
59.52999878,350,-29546
59.52999878,350,-28914
59.52999878,350,-28237
61.88999939,350,-31110
61.88999939,350,-28914
63.61999893,350,-14274
63.61999893,350,-10614
63.68999863,350,-31110
63.68999863,350,-14274
55.13999939,350,-17204
55.13999939,350,-10472
57.30999756,350,-28237
57.30999756,350,-17204
54.65999985,350,-10472
54.65999985,350,-8041
55.13999939,350,-10472
55.18000031,350,-9163
55.18000031,350,-8041
56.18999863,350,-9163
56.18999863,350,-9089.5
56.18999863,350,-11315.5
57.29999924,350,-20590.5
57.29999924,350,-11315.5
57.45999908,350,-24486
57.97999954,350,-24486
57.97999954,350,-20590.5
54.46999741,350,-11547.5
54.66999817,350,-14713.75
54.66999817,350,-11547.5
54.87999725,350,-15086.25
54.87999725,350,-15025.5
54.87999725,350,-14713.75
56.39999771,350,-31164
56.39999771,350,-15025.5
57.45999908,350,-31164
54.46999741,350,-11547.5
54.46999741,350,-2793.75
54.62999725,350,-9685
54.62999725,350,-2793.75
55.34999847,350,-20060.5
55.77000046,350,-19742.5
55.77000046,350,-9685
53.13999939,350,-8327
53.13999939,350,-4163.5
53.37999725,350,-4163.5
53.84999847,350,-17978.75
53.84999847,350,-8327
55.34999847,350,-20060.5
55.34999847,350,-17978.75
53.37999725,350,-4163.5
53.37999725,350,-1703.25
53.98999786,350,-1703.25
53.98999786,350,7302.75
55.84999847,350,7302.75
55.84999847,350,12733
58.46999741,350,12733
62.18000031,350,-7677.25
62.18000031,350,12733
65.98999786,350,-7677.25
65.98999786,350,-7677.25
67.18000031,350,-9150.75
67.18000031,350,-7677.25
67.18000031,350,-7656.75
67.75,350,-17928
67.75,350,-9150.75
67.98999786,350,-17928
66.13999939,350,-15120
66.13999939,350,-14940
66.90000153,350,-17367.75
66.90000153,350,-14940
67.54000092,350,-17928
67.54000092,350,-17367.75
67.98999786,350,-17928
63.09000015,350,-11529
64.11000061,350,-13419
64.11000061,350,-11529
65.15999603,350,-13419
66.13999939,350,-15120
66.13999939,350,-13419
62.09999847,350,-11529
62.09999847,350,-1701
62.18999863,350,-1701
62.18999863,350,-1689.75
62.18999863,350,-938.75
62.69999695,350,-938.75
63.09000015,350,-11529
62.69999695,350,-938.75
63.20999908,350,-6946.75
63.20999908,350,-938.75
63.65999985,350,-6946.75
63.82999802,350,-6946.75
60.46999741,350,-12663
62.07999802,350,-12663
62.97999954,350,-12663
62.97999954,350,-7749
62.97999954,350,-7697.75
63.65999985,350,-7697.75
63.65999985,350,-6946.75
59.72999954,350,-2256
60.09999847,350,-6426
60.09999847,350,-5670
60.46999741,350,-12663
60.46999741,350,-6426
60.55999756,350,-5670
60.55999756,350,-2268
59.72999954,350,-2256
60.43000031,350,-2444
60.43000031,350,-2256
61.21999741,350,-2444
61.66999817,350,-7708
61.66999817,350,-2444
61.69999695,350,-9187.5
61.84000015,350,-9187.5
61.84000015,350,-7708
61.38999939,350,-5250
61.38999939,350,-1875
61.41999817,350,-4500
61.41999817,350,-1875
61.69999695,350,-5250
61.86999893,350,-4500
61.59999847,350,-7371
61.86999893,350,-9750
61.86999893,350,-4500
61.97999954,350,-9639
61.97999954,350,-7371
62.14999771,350,-9828
62.14999771,350,-9750
62.14999771,350,-9639
61.59999847,350,-7371
61.59999847,350,-3213
61.68999863,350,-945
61.68999863,350,378
61.82999802,350,-3213
61.82999802,350,378
62.11999893,350,-945
62.11999893,350,-931.25
58.3599968,350,-13782.5
60.22999954,350,-13782.5
60.22999954,350,-12106.25
62.02000046,350,-12106.25
62.02000046,350,-6332.5
62.11999893,350,-6332.5
62.11999893,350,-931.25
50.82999802,350,-15767.5
53.57999802,350,-16203.75
53.57999802,350,-16138.5
53.57999802,350,-15767.5
55.86000061,350,-16203.75
55.86000061,350,-16017.5
58.3599968,350,-16017.5
58.3599968,350,-13782.5
36.13000107,350,-21889
40.91999817,350,-21889
40.91999817,350,-21703.5
44.52999878,350,-21703.5
44.52999878,350,-18550
47.93000031,350,-18550
47.93000031,350,-17437
50.82999802,350,-17437
50.82999802,350,-15767.5
32.27000046,350,9868.5
32.27000046,350,10642.5
34.79000092,350,10642.5
34.79000092,350,11997
37.52000046,350,11749
37.52000046,350,11997
37.52000046,350,11749
43.27999878,350,-1326.5
43.27999878,350,11749
44.09999847,350,-3979.5
44.09999847,350,-1326.5
44.13999939,350,-3979.5
40.86999893,350,-14683.5
42.75,350,-14683.5
42.75,350,-9854
42.75,350,-9789
43.64999771,350,-9854
43.64999771,350,-6632.5
44.13999939,350,-6632.5
21.14999962,350,5782.5
21.14999962,350,5805
21.14999962,350,7159.5
26.07999992,350,7159.5
26.07999992,350,8514
29.42000008,350,8514
29.42000008,350,9868.5
32.27000046,350,9868.5
30.81999969,350,-19389.75
34.63000107,350,-19389.75
34.63000107,350,-19013.25
38.21999741,350,-19013.25
40.86999893,350,-19013.25
40.86999893,350,-14683.5
0,350,-1725.75
0,350,1917.5
0,350,1927.5
0,400,-1725.75
5.539999962,350,1927.5
9.819999695,350,1927.5
9.819999695,350,10986.75
15.21999931,350,5782.5
15.21999931,350,10986.75
21.14999962,350,5782.5
15.98999977,350,-12431.25
21.47999954,350,-16830
21.47999954,350,-12431.25
26.19999886,350,-18742.5
26.19999886,350,-18448.5
26.19999886,350,-16830
30.81999969,350,-19389.75
30.81999969,350,-18448.5
0,350,-1340.5
0,350,-1337
0,400,-2298
0,400,-1532
0,400,-1340.5
4.489999771,350,-1337
8.109999657,350,-1337
0,400,-2298
5.869999886,350,-8606.25
5.869999886,400,-8606.25
5.869999886,400,-2298
5.869999886,400,-2295
11.13999939,350,-8606.25
15.98999977,350,-12431.25
15.98999977,350,-8606.25
0,600,-2295
5,350,-5348
5,600,-5348
5,600,-2292
8.109999657,350,-5348
8.109999657,350,-1337
8.229999542,350,-5348
0,400,-1725.75
6.589999676,400,-8595
6.589999676,400,-1725.75
6.589999676,400,-1719
11.65999985,400,-8595
16.98999977,400,-8595
0,600,-2486.25
0,850,-2486.25
0,850,-2103.75
3.199999809,850,-2103.75
3.199999809,850,-1721.25
0,600,-2677.5
0,600,-2295
0,600,-2103.75
0,600,-1912.5
5.46999979,600,-2103.75
5.46999979,600,-1912.5
5.96999979,600,-1912.5
6.679999828,600,-1912.5
16.98999977,400,-8595
22.02999878,400,-14707
22.02999878,400,-8595
26.26000023,400,-14707
26.26000023,400,-191
26.26000023,400,-190
27.32999992,400,-190
0,600,-2486.25
3.720000029,600,-2486.25
3.720000029,600,-2295
5.039999962,600,-2295
5.96999979,600,-2295
5.96999979,600,-1912.5
5.619999886,850,-2103.75
5.619999886,850,-1721.25
6.299999714,850,-2106.5
6.299999714,850,-1340.5
6.879999638,850,-2106.5
6.879999638,850,-2103.75
5.400000095,850,-1340.5
5.400000095,850,0
6.299999714,850,-1340.5
7.170000076,850,0
7.170000076,850,766
9.909999847,850,766
9.909999847,850,-957.5
11.36999989,850,-958.75
11.36999989,850,-957.5
11.81999969,850,-958.75
11.81999969,850,-767
12.47999954,850,-767
27.32999992,400,-6840
27.93999863,400,-6840
30.37999916,400,-13110
30.37999916,400,-6840
33.79999924,400,-13110
48.84000015,400,-8305
49.90999985,400,-8360
49.90999985,400,-8305
50.36999893,400,-8360
50.36999893,400,-4370
50.36999893,400,-1900
38.02999878,850,1725.75
38.02999878,850,4218.5
38.25999832,850,2625
38.25999832,850,4125
38.25999832,850,4218.5
39.59999847,850,-7687.5
39.59999847,850,2625
12.47999954,850,-767
12.47999954,850,0
13.31999969,850,0
14.55999947,850,0
14.55999947,850,2301
16.21999931,850,2301
36.34999847,850,1534
36.34999847,850,1725.75
36.71999741,850,-6136
36.71999741,850,1534
36.97999954,850,1725.75
45.20999908,400,-13401.25
45.20999908,400,-12457.5
47.18000031,400,-12457.5
47.18000031,400,-11891.25
48.84000015,400,-11891.25
48.84000015,400,-8305
33.79999924,400,-15580
33.79999924,400,-13110
37.21999741,400,-15580
37.21999741,400,-13490
37.21999741,400,-13401.25
40.32999802,400,-13401.25
45.20999908,400,-13401.25
16.21999931,850,2307
19.28999901,850,2307
19.28999901,850,5383
22.38999939,850,5383
22.38999939,850,16725.75
25.82999992,850,16725.75
25.82999992,850,9228
25.82999992,850,16725.75
31.70999908,850,4614
31.70999908,850,9228
34.61000061,850,-6136
34.61000061,850,4602
34.61000061,850,4614
36.71999741,850,-6136
49.22999954,400,-383
49.22999954,400,-380
49.22999954,400,-190
49.7899971,400,-760
49.7899971,400,-190
50.20000076,400,-1900
50.20000076,400,-760
50.36999893,400,-1900
26.84000015,400,-28275
32.21999741,400,-36075
32.21999741,400,-34456.25
32.21999741,400,-28275
36.71999741,400,-34456.25
36.71999741,400,-28310
34.38000107,850,-16522
34.38000107,850,-13330.25
34.64999771,850,-18775
34.64999771,850,-16522
34.71999741,850,-19227
34.71999741,850,-18775
35,850,-19227
37.47999954,850,-18375
37.47999954,850,-14062.5
39.59999847,850,-7687.5
39.70000076,850,-14062.5
39.70000076,850,-12187.5
40.98999786,850,-12187.5
40.98999786,850,-7687.5
35,850,-19227
35.61000061,850,-19227
35.61000061,850,-17907.5
36.61000061,850,-18284.5
36.61000061,850,-17907.5
38.06999969,850,-18284.5
34.38000107,850,-13330.25
34.52999878,850,-13330.25
34.52999878,850,-13142.5
35.82999802,850,-18399.5
35.82999802,850,-13142.5
37.47999954,850,-18375
41.34999847,400,12064.5
41.34999847,400,12447.5
44.43000031,400,4787.5
44.43000031,400,12447.5
47.59999847,400,-383
47.59999847,400,4787.5
49.22999954,400,-383
38.06999969,850,-18284.5
38.06999969,850,-15080
39.43000031,850,-15140
39.43000031,850,-15080
39.43000031,850,-10030.25
40.64999771,850,-10030.25
40.64999771,850,-9273.25
41.84999847,850,-9273.25
41.84999847,850,-8516.25
42.43000031,850,-8516.25
22.77999878,400,-28275
22.77999878,400,5460
23.8599987,400,5460
23.8599987,400,17355
26.84000015,400,-28275
28.28999901,400,17243.75
28.28999901,400,17355
34.63000107,400,17243.75
41.87999725,850,-10219.5
42.43000031,850,-8516.25
42.43000031,850,-8327
42.52999878,850,-10219.5
42.52999878,850,-8327
34.63000107,400,17243.75
38.80999756,400,11818.75
38.80999756,400,17243.75
40.72999954,400,11818.75
40.72999954,400,12206.25
41.96999741,400,12206.25
31.44999886,400,10449
31.44999886,400,13545
35.34999847,400,10449
35.34999847,400,11490
36.89999771,850,-15268.5
37.90999985,400,11490
37.90999985,400,12064.5
39.16999817,850,-15268.5
39.16999817,850,-15080
40.64999771,850,-15080
40.64999771,850,-12252.5
41.34999847,400,12064.5
41.87999725,850,-12252.5
41.87999725,850,-10219.5
41.87999725,850,-10179
0,400,-1728
4.480000019,400,-5546.25
4.480000019,400,-1721.25
8.079999924,400,-5546.25
10.92000008,400,-5928.75
10.92000008,400,-5546.25
41.96999741,400,0
41.96999741,400,12206.25
43.18000031,400,-2295
43.22999954,400,0
43.70000076,400,-2295
43.70000076,400,0
0,400,-1917.5
0,400,-1534
0,400,-1342.25
0,400,-768
0,400,-767
6.210000038,400,-768
9.800000191,400,-768
9.800000191,400,-768
9.800000191,400,-384
10.92000008,400,-5928.75
11.34000015,400,-4398.75
11.34000015,400,-384
11.34000015,400,-382.5
12.48999977,400,-5928.75
12.48999977,400,-4398.75
0,400,-1917.5
5.019999981,400,-6693.75
5.019999981,400,-1917.5
5.019999981,400,-1912.5
7.859999657,400,-6693.75
7.859999657,400,-1147.5
8.679999352,400,-6693.75
18.82999992,400,5031
18.82999992,400,8320.5
22.14999962,400,8320.5
22.14999962,400,12577.5
26.22999954,400,12577.5
26.22999954,400,13545
31.44999886,400,13545
40.82999802,400,-3442.5
41.34000015,400,-3442.5
41.34000015,400,-3251.25
41.93999863,400,-3251.25
43.18000031,400,-3251.25
43.18000031,400,-2295
8.510000229,400,1544
8.510000229,400,2702
12.46000004,400,2702
12.46000004,400,3667
15.69999981,400,3667
15.69999981,400,5018
15.69999981,400,5031
18.82999992,400,5031
0,400,-1728
0,400,-1536
0,400,-1344
0,400,-1342.25
0,400,-1152
0,400,-1150.5
0,400,1536
4.75,400,1544
8.510000229,400,1544
0,400,-3835
0,400,-1534
0,400,-1530
3.220000029,400,-1530
3.220000029,400,-1147.5
7.859999657,400,-1147.5
0,400,-3835
3.669999838,400,-12797
3.669999838,400,-3835
3.669999838,400,-3820
11.84000015,400,-12797
19.95999908,400,-22347
19.95999908,400,-12797
29.23999977,850,-15873.75
32.25,850,-16638.75
32.25,850,-16399.5
32.25,850,-15873.75
34.71999741,850,-16399.5
36.89999771,850,-16399.5
36.89999771,850,-15268.5
25.59999847,400,-9310
25.59999847,400,-5320
26.28999901,400,-5320
26.28999901,400,-4775
26.28999901,400,-4750
26.84999847,400,-4775
26.84999847,400,-1528
37.48999786,400,-7959
38.70000076,400,-7959
38.70000076,400,-5685
39.84000015,400,-5685
39.84000015,400,-3790
40.82999802,400,-3790
40.82999802,400,-3442.5
40.82999802,400,-3411
19.95999908,400,-22347
26.76000023,400,-22347
26.76000023,400,-20819
28.8599987,400,-6104
28.8599987,400,3052
29.9299984,400,-20819
29.9299984,400,-6112
29.9299984,400,-6104
20.25,400,-11400
20.25,400,-9500
22.18000031,400,-9500
22.18000031,400,-6460
23.87999916,400,-9310
23.87999916,400,-6460
24.30999947,400,-1528
24.30999947,400,1910
25.25,400,-1146
25.25,400,1910
25.59999847,400,-9310
26.84999847,400,-1528
28.76999855,400,-12606
28.76999855,400,-1146
9.149999619,400,-5362
12.59000015,400,-8617.5
12.59000015,400,-5362
16.72999954,400,-11490
16.72999954,400,-11400
16.72999954,400,-8617.5
28.76999855,400,-12606
32.20000076,400,-13179
32.20000076,400,-13075.5
32.20000076,400,-12606
35.34999847,400,-13075.5
35.34999847,400,-7959
37.48999786,400,-7959
0,350,-2109.25
4.589999676,350,-3830
4.589999676,350,-2109.25
4.589999676,350,-2106.5
4.589999676,400,-3830
6.629999638,400,-3830
9.149999619,400,-5362
9.149999619,400,-3830
22.93000031,400,4768.75
22.93000031,400,6676.25
26.05999947,400,3052
26.05999947,400,6676.25
28.8599987,400,3052
0,350,-2109.25
0,350,-1917.5
0,350,-1534
0,350,-1342.25
0,350,-1150.5
0,400,-1534
0,400,2301
4.900000095,400,2313
4.900000095,400,4626
14.60999966,400,4578
14.60999966,400,4626
14.60999966,400,8202.25
19.53999901,400,4768.75
19.53999901,400,8202.25
22.93000031,400,4768.75
21.65999985,850,-2677.5
23.63999939,850,-7841.25
23.63999939,850,-2677.5
26.34999847,850,-15873.75
26.34999847,850,-7841.25
21.65999985,850,0
24.12999916,850,-1897.5
24.12999916,850,0
26.77999878,850,-10246.5
26.77999878,850,-1897.5
28.69999886,850,-10246.5
28.69999886,850,-10246.5
29.5,850,-10246.5
29.5,850,-5692.5
30.76000023,850,-13387.5
30.76000023,850,-5692.5
32.07999802,850,-13387.5
32.07999802,850,-15108.75
32.07999802,850,-13387.5
32.61999893,850,-15108.75
32.61999893,850,-6120
32.80999756,850,-6120
36.13999939,850,-6120
36.13999939,850,-6120
36.13999939,850,573.75
39.84000015,850,563.25
39.84000015,850,573.75
43.45000076,850,-6759
43.45000076,850,563.25
45.66999817,850,-6759
45.66999817,850,-6759
47.77000046,850,-16897.5
47.77000046,850,-6759
49.59000015,850,-20652.5
49.59000015,850,-16897.5
49.71999741,850,-20652.5
